,precision,recall,f1-score,support
欽,1.0,1.0,1.0,10.0
款,1.0,1.0,1.0,10.0
歇,1.0,1.0,1.0,6.0
歉,1.0,1.0,1.0,6.0
歌,1.0,1.0,1.0,7.0
歐,1.0,1.0,1.0,10.0
歡,1.0,1.0,1.0,6.0
止,1.0,1.0,1.0,7.0
正,1.0,1.0,1.0,10.0
此,1.0,1.0,1.0,7.0
步,1.0,1.0,1.0,17.0
武,1.0,1.0,1.0,10.0
歧,0.75,1.0,0.8571428571428571,6.0
歪,1.0,1.0,1.0,7.0
歲,1.0,0.8571428571428571,0.923076923076923,7.0
歷,1.0,1.0,1.0,7.0
歸,1.0,1.0,1.0,16.0
死,1.0,1.0,1.0,7.0
殊,1.0,1.0,1.0,7.0
殖,1.0,1.0,1.0,7.0
殘,1.0,1.0,1.0,6.0
殲,1.0,1.0,1.0,16.0
段,1.0,1.0,1.0,7.0
殷,0.9411764705882353,1.0,0.9696969696969697,16.0
殺,0.875,1.0,0.9333333333333333,7.0
殼,1.0,1.0,1.0,16.0
殿,1.0,1.0,1.0,7.0
毀,1.0,1.0,1.0,6.0
毅,1.0,1.0,1.0,10.0
母,1.0,1.0,1.0,7.0
每,1.0,1.0,1.0,7.0
毒,1.0,1.0,1.0,7.0
毓,1.0,1.0,1.0,10.0
比,0.9444444444444444,1.0,0.9714285714285714,17.0
毛,1.0,1.0,1.0,17.0
毫,1.0,1.0,1.0,6.0
毯,1.0,1.0,1.0,16.0
氏,1.0,1.0,1.0,7.0
民,1.0,1.0,1.0,10.0
氓,1.0,1.0,1.0,6.0
氘,1.0,1.0,1.0,7.0
氛,0.8571428571428571,1.0,0.923076923076923,6.0
氟,1.0,1.0,1.0,6.0
氣,1.0,1.0,1.0,10.0
氦,1.0,1.0,1.0,16.0
氧,1.0,1.0,1.0,16.0
氨,0.9411764705882353,1.0,0.9696969696969697,16.0
氫,1.0,0.8571428571428571,0.923076923076923,7.0
氮,1.0,1.0,1.0,16.0
氯,1.0,1.0,1.0,7.0
氰,1.0,1.0,1.0,7.0
水,1.0,1.0,1.0,10.0
永,1.0,1.0,1.0,10.0
汁,1.0,1.0,1.0,7.0
求,0.9411764705882353,0.9411764705882353,0.9411764705882353,17.0
汗,1.0,1.0,1.0,7.0
汛,1.0,1.0,1.0,6.0
汝,1.0,0.9411764705882353,0.9696969696969697,17.0
汞,0.8571428571428571,1.0,0.923076923076923,6.0
江,1.0,1.0,1.0,10.0
池,0.9090909090909091,1.0,0.9523809523809523,10.0
污,1.0,1.0,1.0,7.0
汪,1.0,1.0,1.0,16.0
汰,1.0,1.0,1.0,7.0
決,1.0,0.8571428571428571,0.923076923076923,7.0
汽,1.0,1.0,1.0,10.0
沃,1.0,1.0,1.0,7.0
沈,1.0,1.0,1.0,10.0
沉,1.0,1.0,1.0,6.0
沒,0.8571428571428571,1.0,0.923076923076923,6.0
沙,1.0,1.0,1.0,10.0
沛,1.0,1.0,1.0,10.0
沫,1.0,1.0,1.0,7.0
河,1.0,1.0,1.0,17.0
沸,1.0,1.0,1.0,7.0
油,1.0,1.0,1.0,10.0
治,1.0,1.0,1.0,10.0
沾,1.0,1.0,1.0,16.0
沿,1.0,1.0,1.0,17.0
況,1.0,1.0,1.0,7.0
泉,1.0,1.0,1.0,10.0
泊,1.0,1.0,1.0,7.0
泌,1.0,0.9411764705882353,0.9696969696969697,17.0
泓,1.0,1.0,1.0,10.0
法,1.0,1.0,1.0,10.0
泛,0.9411764705882353,1.0,0.9696969696969697,16.0
泡,1.0,1.0,1.0,17.0
波,1.0,0.9411764705882353,0.9696969696969697,17.0
泣,1.0,1.0,1.0,7.0
泥,1.0,1.0,1.0,7.0
注,1.0,1.0,1.0,7.0
泰,1.0,1.0,1.0,10.0
泳,1.0,1.0,1.0,7.0
泵,1.0,0.8571428571428571,0.923076923076923,7.0
洋,1.0,1.0,1.0,10.0
洗,1.0,1.0,1.0,17.0
洛,1.0,1.0,1.0,7.0
洞,1.0,1.0,1.0,7.0
津,0.9090909090909091,1.0,0.9523809523809523,10.0
洩,0.6666666666666666,0.5,0.5714285714285715,4.0
洪,1.0,1.0,1.0,10.0
洲,1.0,1.0,1.0,10.0
洶,1.0,1.0,1.0,16.0
活,1.0,1.0,1.0,10.0
派,1.0,1.0,1.0,7.0
流,1.0,1.0,1.0,10.0
浙,1.0,1.0,1.0,16.0
浦,1.0,1.0,1.0,7.0
浩,1.0,1.0,1.0,10.0
浪,1.0,1.0,1.0,7.0
浮,1.0,1.0,1.0,7.0
浴,1.0,1.0,1.0,7.0
海,1.0,1.0,1.0,10.0
浸,0.9444444444444444,1.0,0.9714285714285714,17.0
涅,0.8571428571428571,1.0,0.923076923076923,6.0
消,1.0,1.0,1.0,10.0
涉,1.0,1.0,1.0,17.0
液,1.0,1.0,1.0,17.0
涵,1.0,1.0,1.0,10.0
涼,1.0,0.9411764705882353,0.9696969696969697,17.0
淆,1.0,1.0,1.0,6.0
淋,1.0,1.0,1.0,7.0
淑,1.0,1.0,1.0,10.0
淒,1.0,1.0,1.0,6.0
淘,1.0,1.0,1.0,7.0
淚,1.0,0.9411764705882353,0.9696969696969697,17.0
淡,1.0,1.0,1.0,7.0
淤,1.0,1.0,1.0,6.0
淨,1.0,1.0,1.0,10.0
淪,1.0,1.0,1.0,6.0
淫,1.0,1.0,1.0,7.0
淮,1.0,1.0,1.0,6.0
深,1.0,1.0,1.0,17.0
淵,1.0,1.0,1.0,17.0
混,1.0,1.0,1.0,7.0
淹,1.0,1.0,1.0,16.0
淺,1.0,1.0,1.0,16.0
添,1.0,1.0,1.0,10.0
清,1.0,1.0,1.0,10.0
減,1.0,1.0,1.0,17.0
渠,1.0,1.0,1.0,7.0
渡,1.0,1.0,1.0,7.0
渣,1.0,1.0,1.0,16.0
渥,1.0,1.0,1.0,17.0
渦,1.0,1.0,1.0,7.0
測,1.0,1.0,1.0,7.0
港,1.0,1.0,1.0,7.0
渴,1.0,1.0,1.0,7.0
游,1.0,1.0,1.0,10.0
渾,1.0,1.0,1.0,6.0
湊,1.0,1.0,1.0,7.0
湖,1.0,1.0,1.0,17.0
湘,1.0,1.0,1.0,7.0
湧,1.0,1.0,1.0,7.0
湯,1.0,1.0,1.0,10.0
溉,1.0,1.0,1.0,7.0
源,1.0,1.0,1.0,10.0
準,1.0,1.0,1.0,7.0
溜,1.0,1.0,1.0,7.0
溝,1.0,1.0,1.0,7.0
溢,1.0,0.9411764705882353,0.9696969696969697,17.0
溪,0.9411764705882353,1.0,0.9696969696969697,16.0
溫,1.0,1.0,1.0,7.0
溴,0.875,1.0,0.9333333333333333,7.0
溶,1.0,1.0,1.0,7.0
滅,1.0,1.0,1.0,7.0
滇,1.0,1.0,1.0,16.0
滋,1.0,1.0,1.0,7.0
滌,1.0,1.0,1.0,6.0
滑,1.0,1.0,1.0,7.0
滔,1.0,1.0,1.0,6.0
滬,1.0,1.0,1.0,16.0
滯,1.0,1.0,1.0,16.0
滲,1.0,1.0,1.0,7.0
滴,1.0,1.0,1.0,7.0
滷,0.25,0.3333333333333333,0.28571428571428575,3.0
滸,1.0,1.0,1.0,6.0
滾,1.0,1.0,1.0,16.0
滿,1.0,1.0,1.0,6.0
漁,1.0,1.0,1.0,10.0
漂,1.0,1.0,1.0,7.0
漆,1.0,1.0,1.0,7.0
漏,1.0,1.0,1.0,17.0
演,1.0,1.0,1.0,17.0
漠,1.0,1.0,1.0,7.0
漢,1.0,1.0,1.0,10.0
漫,1.0,1.0,1.0,17.0
漬,1.0,1.0,1.0,7.0
漲,1.0,1.0,1.0,16.0
漸,1.0,1.0,1.0,7.0
漿,1.0,1.0,1.0,6.0
潑,1.0,1.0,1.0,6.0
潔,1.0,1.0,1.0,10.0
潘,1.0,1.0,1.0,10.0
潛,1.0,1.0,1.0,16.0
潤,1.0,1.0,1.0,10.0
潭,1.0,1.0,1.0,16.0
潮,1.0,1.0,1.0,17.0
潰,0.7777777777777778,1.0,0.8750000000000001,7.0
澄,1.0,1.0,1.0,10.0
澆,1.0,1.0,1.0,16.0
澇,1.0,1.0,1.0,6.0
澤,1.0,1.0,1.0,10.0
澱,1.0,1.0,1.0,17.0
澳,1.0,0.8333333333333334,0.9090909090909091,6.0
激,1.0,0.9411764705882353,0.9696969696969697,17.0
濁,1.0,1.0,1.0,7.0
濃,1.0,1.0,1.0,7.0
濕,1.0,0.8333333333333334,0.9090909090909091,6.0
濟,1.0,0.9375,0.967741935483871,16.0
濤,1.0,1.0,1.0,6.0
濫,1.0,1.0,1.0,7.0
濱,1.0,0.6666666666666666,0.8,6.0
濺,1.0,0.9375,0.967741935483871,16.0
濾,1.0,1.0,1.0,6.0
瀚,1.0,1.0,1.0,10.0
瀝,1.0,0.9375,0.967741935483871,16.0
瀾,1.0,1.0,1.0,6.0
灌,1.0,1.0,1.0,16.0
灑,1.0,0.9375,0.967741935483871,16.0
灘,1.0,0.8571428571428571,0.923076923076923,7.0
灣,1.0,1.0,1.0,10.0
火,1.0,1.0,1.0,7.0
灰,1.0,1.0,1.0,7.0
灶,0.9411764705882353,1.0,0.9696969696969697,16.0
灼,1.0,1.0,1.0,17.0
災,1.0,0.8571428571428571,0.923076923076923,7.0
炊,1.0,1.0,1.0,7.0
炎,0.8888888888888888,0.9411764705882353,0.9142857142857143,17.0
炒,1.0,1.0,1.0,16.0
炕,1.0,1.0,1.0,6.0
炭,1.0,0.9411764705882353,0.9696969696969697,17.0
炳,0.9090909090909091,1.0,0.9523809523809523,10.0
炸,1.0,0.9375,0.967741935483871,16.0
為,1.0,1.0,1.0,7.0
烈,1.0,1.0,1.0,17.0
烏,1.0,0.9411764705882353,0.9696969696969697,17.0
烘,0.8571428571428571,1.0,0.923076923076923,6.0
烤,1.0,1.0,1.0,6.0
烯,1.0,1.0,1.0,7.0
烴,1.0,1.0,1.0,7.0
烷,1.0,1.0,1.0,7.0
烹,0.9444444444444444,1.0,0.9714285714285714,17.0
焉,1.0,1.0,1.0,6.0
焊,1.0,1.0,1.0,7.0
焚,1.0,1.0,1.0,17.0
無,1.0,1.0,1.0,7.0
焦,1.0,1.0,1.0,7.0
焰,1.0,1.0,1.0,6.0
然,1.0,0.8571428571428571,0.923076923076923,7.0
煉,1.0,1.0,1.0,7.0
煌,1.0,1.0,1.0,10.0
煎,1.0,0.9411764705882353,0.9696969696969697,17.0
煒,1.0,1.0,1.0,10.0
煙,1.0,1.0,1.0,7.0
煜,1.0,1.0,1.0,10.0
煞,1.0,1.0,1.0,6.0
煤,1.0,1.0,1.0,7.0
煥,1.0,1.0,1.0,6.0
照,1.0,0.8,0.888888888888889,10.0
煩,1.0,1.0,1.0,17.0
煮,1.0,1.0,1.0,17.0
煽,0.875,1.0,0.9333333333333333,7.0
熄,1.0,1.0,1.0,6.0
熊,1.0,1.0,1.0,7.0
熒,1.0,1.0,1.0,6.0
熔,1.0,1.0,1.0,7.0
熙,1.0,1.0,1.0,6.0
熟,1.0,1.0,1.0,7.0
熬,1.0,1.0,1.0,6.0
熱,1.0,1.0,1.0,7.0
燃,1.0,0.8571428571428571,0.923076923076923,7.0
燈,1.0,1.0,1.0,17.0
燒,1.0,1.0,1.0,16.0
燕,0.9090909090909091,1.0,0.9523809523809523,10.0
燙,1.0,0.8125,0.896551724137931,16.0
營,1.0,1.0,1.0,10.0
燥,1.0,1.0,1.0,7.0
燦,1.0,1.0,1.0,10.0
燭,1.0,0.9411764705882353,0.9696969696969697,17.0
燿,1.0,1.0,1.0,10.0
爆,1.0,1.0,1.0,17.0
爐,0.8571428571428571,1.0,0.923076923076923,6.0
爛,1.0,1.0,1.0,6.0
爬,1.0,1.0,1.0,17.0
爭,0.8571428571428571,1.0,0.923076923076923,6.0
爵,1.0,1.0,1.0,7.0
父,1.0,1.0,1.0,17.0
爸,1.0,1.0,1.0,6.0
爹,1.0,1.0,1.0,6.0
爺,1.0,1.0,1.0,7.0
爽,1.0,1.0,1.0,17.0
爾,1.0,1.0,1.0,10.0
牆,1.0,1.0,1.0,6.0
片,1.0,1.0,1.0,7.0
版,1.0,1.0,1.0,7.0
牌,1.0,1.0,1.0,17.0
牙,1.0,1.0,1.0,10.0
牛,1.0,1.0,1.0,7.0
牢,1.0,1.0,1.0,17.0
牧,1.0,1.0,1.0,17.0
物,1.0,1.0,1.0,10.0
牲,1.0,1.0,1.0,17.0
特,1.0,1.0,1.0,10.0
牽,1.0,1.0,1.0,17.0
犁,1.0,1.0,1.0,16.0
犧,1.0,1.0,1.0,6.0
犯,1.0,1.0,1.0,7.0
狀,0.9444444444444444,1.0,0.9714285714285714,17.0
狂,1.0,0.9411764705882353,0.9696969696969697,17.0
狗,1.0,1.0,1.0,17.0
狠,1.0,1.0,1.0,16.0
狡,0.8333333333333334,0.8333333333333334,0.8333333333333334,6.0
狹,1.0,1.0,1.0,16.0
狼,1.0,1.0,1.0,7.0
猖,1.0,1.0,1.0,6.0
猛,1.0,1.0,1.0,7.0
猜,1.0,1.0,1.0,6.0
猴,1.0,1.0,1.0,6.0
猶,1.0,1.0,1.0,17.0
獄,1.0,1.0,1.0,17.0
獅,1.0,1.0,1.0,7.0
獎,1.0,1.0,1.0,6.0
獨,1.0,1.0,1.0,16.0
獲,1.0,1.0,1.0,7.0
獵,1.0,1.0,1.0,6.0
獸,1.0,1.0,1.0,6.0
獻,1.0,1.0,1.0,6.0
玄,0.875,1.0,0.9333333333333333,7.0
率,1.0,0.9411764705882353,0.9696969696969697,17.0
玉,0.9090909090909091,1.0,0.9523809523809523,10.0
王,1.0,0.9,0.9473684210526316,10.0
玩,1.0,1.0,1.0,7.0
玫,1.0,1.0,1.0,10.0
玲,1.0,0.9,0.9473684210526316,10.0
玻,1.0,1.0,1.0,10.0
珊,1.0,1.0,1.0,10.0
珍,1.0,1.0,1.0,10.0
珠,0.9090909090909091,1.0,0.9523809523809523,10.0
班,1.0,1.0,1.0,10.0
珮,1.0,1.0,1.0,10.0
現,1.0,0.8571428571428571,0.923076923076923,7.0
球,1.0,0.9,0.9473684210526316,10.0
理,1.0,1.0,1.0,10.0
琇,1.0,1.0,1.0,10.0
琦,1.0,1.0,1.0,10.0
琪,1.0,1.0,1.0,10.0
琳,1.0,1.0,1.0,10.0
琴,1.0,1.0,1.0,10.0
瑄,1.0,1.0,1.0,10.0
瑋,1.0,1.0,1.0,10.0
瑛,1.0,1.0,1.0,10.0
瑜,1.0,1.0,1.0,10.0
瑞,1.0,1.0,1.0,10.0
瑩,1.0,1.0,1.0,10.0
瑪,1.0,1.0,1.0,6.0
瑰,1.0,1.0,1.0,16.0
璃,1.0,1.0,1.0,10.0
璋,1.0,1.0,1.0,6.0
璟,1.0,1.0,1.0,10.0
環,1.0,1.0,1.0,10.0
瓊,1.0,1.0,1.0,10.0
瓜,1.0,1.0,1.0,7.0
瓣,1.0,1.0,1.0,6.0
瓦,1.0,1.0,1.0,17.0
瓶,1.0,1.0,1.0,17.0
瓷,1.0,1.0,1.0,6.0
甘,0.9444444444444444,1.0,0.9714285714285714,17.0
甚,1.0,1.0,1.0,17.0
甜,1.0,1.0,1.0,7.0
生,1.0,1.0,1.0,10.0
產,1.0,1.0,1.0,10.0
用,1.0,1.0,1.0,10.0
甩,1.0,1.0,1.0,6.0
甫,1.0,1.0,1.0,7.0
田,1.0,1.0,1.0,10.0
由,1.0,1.0,1.0,17.0
甲,1.0,1.0,1.0,7.0
申,1.0,1.0,1.0,10.0
男,1.0,1.0,1.0,10.0
甸,1.0,1.0,1.0,6.0
界,1.0,1.0,1.0,7.0
畏,1.0,1.0,1.0,17.0
畔,1.0,1.0,1.0,17.0
留,1.0,1.0,1.0,7.0
畜,1.0,1.0,1.0,7.0
畝,1.0,1.0,1.0,7.0
畢,1.0,1.0,1.0,7.0
略,1.0,0.8571428571428571,0.923076923076923,7.0
番,1.0,0.8571428571428571,0.923076923076923,7.0
畫,0.9285714285714286,0.8125,0.8666666666666666,16.0
異,0.875,1.0,0.9333333333333333,7.0
當,1.0,0.9411764705882353,0.9696969696969697,17.0
疆,1.0,1.0,1.0,17.0
疇,1.0,1.0,1.0,16.0
疊,1.0,1.0,1.0,6.0
疏,1.0,1.0,1.0,7.0
疑,0.7777777777777778,1.0,0.8750000000000001,7.0
疫,1.0,0.9411764705882353,0.9696969696969697,17.0
疲,1.0,0.8571428571428571,0.923076923076923,7.0
疼,1.0,1.0,1.0,16.0
疾,1.0,1.0,1.0,7.0
病,1.0,1.0,1.0,17.0
症,1.0,1.0,1.0,17.0
痕,1.0,1.0,1.0,7.0
痛,1.0,1.0,1.0,7.0
痴,1.0,1.0,1.0,7.0
痼,1.0,1.0,1.0,6.0
瘋,1.0,1.0,1.0,6.0
瘤,1.0,1.0,1.0,6.0
瘦,1.0,1.0,1.0,6.0
療,1.0,1.0,1.0,10.0
癌,1.0,1.0,1.0,7.0
癢,1.0,1.0,1.0,6.0
登,1.0,1.0,1.0,10.0
發,1.0,1.0,1.0,10.0
白,0.9090909090909091,1.0,0.9523809523809523,10.0
百,0.9,0.9,0.9,10.0
皂,1.0,1.0,1.0,6.0
的,1.0,1.0,1.0,7.0
皆,1.0,1.0,1.0,7.0
皇,1.0,1.0,1.0,10.0
皓,1.0,1.0,1.0,10.0
皖,1.0,1.0,1.0,16.0
皮,1.0,1.0,1.0,7.0
皺,1.0,1.0,1.0,16.0
盆,1.0,1.0,1.0,17.0
盈,1.0,1.0,1.0,10.0
益,1.0,1.0,1.0,10.0
盒,1.0,1.0,1.0,16.0
盛,1.0,1.0,1.0,10.0
盜,1.0,1.0,1.0,6.0
盞,1.0,1.0,1.0,6.0
盟,1.0,1.0,1.0,10.0
盡,1.0,1.0,1.0,16.0
監,1.0,1.0,1.0,17.0
盤,1.0,0.8571428571428571,0.923076923076923,7.0
盥,1.0,1.0,1.0,6.0
盧,1.0,1.0,1.0,10.0
盪,0.16666666666666666,0.3333333333333333,0.2222222222222222,3.0
目,0.7777777777777778,1.0,0.8750000000000001,7.0
盯,1.0,1.0,1.0,7.0
盲,0.875,1.0,0.9333333333333333,7.0
直,1.0,1.0,1.0,7.0
相,1.0,1.0,1.0,17.0
盼,1.0,1.0,1.0,6.0
盾,1.0,1.0,1.0,17.0
省,1.0,0.9411764705882353,0.9696969696969697,17.0
眉,1.0,1.0,1.0,7.0
看,1.0,1.0,1.0,17.0
真,1.0,1.0,1.0,10.0
眠,1.0,1.0,1.0,7.0
眷,1.0,0.9375,0.967741935483871,16.0
眼,1.0,1.0,1.0,7.0
眾,1.0,1.0,1.0,10.0
睛,1.0,1.0,1.0,6.0
睜,1.0,1.0,1.0,16.0
睡,1.0,1.0,1.0,7.0
督,1.0,1.0,1.0,7.0
睿,1.0,1.0,1.0,10.0
瞅,1.0,1.0,1.0,7.0
瞎,1.0,1.0,1.0,16.0
瞧,1.0,1.0,1.0,6.0
瞪,1.0,1.0,1.0,6.0
瞬,1.0,1.0,1.0,7.0
瞿,1.0,1.0,1.0,6.0
矛,1.0,0.9411764705882353,0.9696969696969697,17.0
矢,1.0,1.0,1.0,7.0
矣,1.0,1.0,1.0,6.0
知,1.0,1.0,1.0,7.0
矩,1.0,1.0,1.0,7.0
短,1.0,1.0,1.0,7.0
矮,1.0,1.0,1.0,6.0
石,1.0,1.0,1.0,10.0
砂,1.0,1.0,1.0,17.0
砌,1.0,1.0,1.0,6.0
砍,1.0,1.0,1.0,16.0
研,1.0,1.0,1.0,10.0
砲,1.0,1.0,1.0,7.0
破,1.0,1.0,1.0,7.0
砸,1.0,1.0,1.0,7.0
硅,1.0,1.0,1.0,6.0
硝,1.0,1.0,1.0,7.0
硫,1.0,1.0,1.0,7.0
硬,1.0,1.0,1.0,7.0
碎,0.9411764705882353,1.0,0.9696969696969697,16.0
碑,1.0,1.0,1.0,7.0
碗,1.0,1.0,1.0,7.0
碘,1.0,1.0,1.0,16.0
碧,1.0,1.0,1.0,10.0
碩,1.0,1.0,1.0,10.0
碰,1.0,1.0,1.0,6.0
碳,1.0,1.0,1.0,16.0
確,1.0,1.0,1.0,7.0
碼,0.9375,0.9375,0.9375,16.0
磁,1.0,1.0,1.0,7.0
磊,1.0,1.0,1.0,10.0
磚,0.8571428571428571,1.0,0.923076923076923,6.0
磨,1.0,1.0,1.0,7.0
磷,1.0,1.0,1.0,6.0
礁,1.0,0.8571428571428571,0.923076923076923,7.0
礎,1.0,1.0,1.0,7.0
礙,1.0,1.0,1.0,6.0
礦,1.0,1.0,1.0,6.0
示,1.0,1.0,1.0,7.0
社,1.0,1.0,1.0,10.0
祁,1.0,1.0,1.0,17.0
祐,1.0,1.0,1.0,10.0
祖,1.0,1.0,1.0,7.0
祝,1.0,1.0,1.0,7.0
神,1.0,1.0,1.0,10.0
祥,1.0,1.0,1.0,10.0
票,1.0,1.0,1.0,7.0
祭,1.0,1.0,1.0,17.0
祺,1.0,1.0,1.0,10.0
祿,1.0,1.0,1.0,6.0
禁,1.0,1.0,1.0,17.0
禍,1.0,1.0,1.0,17.0
禎,1.0,1.0,1.0,10.0
福,1.0,1.0,1.0,10.0
禦,1.0,1.0,1.0,7.0
禮,1.0,1.0,1.0,10.0
禹,1.0,0.8333333333333334,0.9090909090909091,6.0
禽,1.0,1.0,1.0,7.0
禾,1.0,1.0,1.0,10.0
秀,1.0,1.0,1.0,10.0
私,1.0,1.0,1.0,10.0
秉,1.0,1.0,1.0,10.0
秋,1.0,1.0,1.0,10.0
科,1.0,1.0,1.0,10.0
秒,1.0,1.0,1.0,7.0
秘,1.0,1.0,1.0,7.0
租,1.0,1.0,1.0,10.0
秤,1.0,1.0,1.0,7.0
秦,1.0,1.0,1.0,10.0
秧,1.0,1.0,1.0,16.0
秩,1.0,1.0,1.0,17.0
移,1.0,0.8823529411764706,0.9375,17.0
稀,1.0,1.0,1.0,7.0
稅,1.0,0.9411764705882353,0.9696969696969697,17.0
稈,1.0,1.0,1.0,16.0
程,1.0,1.0,1.0,10.0
稍,1.0,1.0,1.0,16.0
稚,1.0,1.0,1.0,17.0
稜,1.0,1.0,1.0,7.0
稠,1.0,1.0,1.0,6.0
種,1.0,1.0,1.0,7.0
稱,1.0,1.0,1.0,16.0
稻,1.0,1.0,1.0,6.0
稼,1.0,1.0,1.0,7.0
稿,1.0,1.0,1.0,17.0
穆,1.0,1.0,1.0,7.0
積,1.0,1.0,1.0,7.0
穎,1.0,1.0,1.0,10.0
穗,1.0,1.0,1.0,6.0
穩,1.0,1.0,1.0,6.0
穴,1.0,1.0,1.0,17.0
究,1.0,1.0,1.0,7.0
空,1.0,1.0,1.0,10.0
穿,1.0,1.0,1.0,7.0
突,1.0,1.0,1.0,7.0
窄,0.9444444444444444,1.0,0.9714285714285714,17.0
窖,1.0,1.0,1.0,6.0
窗,1.0,1.0,1.0,6.0
窩,1.0,1.0,1.0,6.0
窮,1.0,1.0,1.0,17.0
窯,1.0,1.0,1.0,7.0
竄,1.0,1.0,1.0,6.0
竊,1.0,1.0,1.0,6.0
立,1.0,1.0,1.0,10.0
竑,1.0,1.0,1.0,10.0
站,1.0,1.0,1.0,6.0
竟,1.0,1.0,1.0,6.0
章,1.0,1.0,1.0,10.0
竣,1.0,1.0,1.0,10.0
童,1.0,1.0,1.0,17.0
竭,1.0,1.0,1.0,6.0
端,1.0,1.0,1.0,7.0
競,0.9444444444444444,1.0,0.9714285714285714,17.0
竹,1.0,1.0,1.0,10.0
竿,0.875,1.0,0.9333333333333333,7.0
笙,1.0,1.0,1.0,16.0
笛,1.0,1.0,1.0,7.0
符,1.0,1.0,1.0,7.0
笨,1.0,1.0,1.0,6.0
第,1.0,1.0,1.0,17.0
筆,1.0,1.0,1.0,7.0
等,1.0,0.8571428571428571,0.923076923076923,7.0
筋,0.9444444444444444,1.0,0.9714285714285714,17.0
筍,1.0,1.0,1.0,6.0
筐,1.0,1.0,1.0,6.0
筒,1.0,1.0,1.0,17.0
答,1.0,1.0,1.0,7.0
策,1.0,1.0,1.0,10.0
筱,1.0,1.0,1.0,10.0
算,1.0,1.0,1.0,7.0
管,1.0,1.0,1.0,10.0
箭,1.0,1.0,1.0,7.0
箱,1.0,1.0,1.0,7.0
節,1.0,1.0,1.0,17.0
範,1.0,1.0,1.0,7.0
篇,1.0,1.0,1.0,7.0
築,1.0,1.0,1.0,10.0
篡,1.0,1.0,1.0,17.0
篩,1.0,1.0,1.0,16.0
篷,1.0,0.8333333333333334,0.9090909090909091,6.0
簞,1.0,0.8571428571428571,0.923076923076923,7.0
簡,1.0,1.0,1.0,10.0
簧,1.0,1.0,1.0,6.0
簽,1.0,1.0,1.0,16.0
簾,1.0,1.0,1.0,7.0
籃,1.0,1.0,1.0,16.0
籌,1.0,1.0,1.0,10.0
籍,1.0,1.0,1.0,7.0
籠,1.0,0.8333333333333334,0.9090909090909091,6.0
籲,1.0,1.0,1.0,6.0
米,1.0,1.0,1.0,10.0
籽,1.0,1.0,1.0,6.0
粉,1.0,1.0,1.0,7.0
粒,1.0,1.0,1.0,7.0
粗,1.0,1.0,1.0,7.0
粘,1.0,1.0,1.0,7.0
粵,1.0,1.0,1.0,7.0
粹,1.0,1.0,1.0,6.0
精,1.0,1.0,1.0,10.0
糊,1.0,1.0,1.0,17.0
糕,1.0,1.0,1.0,6.0
糖,1.0,1.0,1.0,7.0
糙,1.0,1.0,1.0,6.0
糞,1.0,1.0,1.0,17.0
糟,1.0,1.0,1.0,17.0
糠,1.0,1.0,1.0,7.0
糧,1.0,1.0,1.0,7.0
系,1.0,1.0,1.0,10.0
糾,1.0,1.0,1.0,7.0
紀,1.0,1.0,1.0,10.0
約,1.0,1.0,1.0,7.0
紅,1.0,1.0,1.0,10.0
紋,0.9090909090909091,1.0,0.9523809523809523,10.0
納,1.0,1.0,1.0,7.0
紐,1.0,1.0,1.0,7.0
純,1.0,1.0,1.0,10.0
紗,1.0,1.0,1.0,7.0
紘,1.0,1.0,1.0,10.0
紙,1.0,0.9,0.9473684210526316,10.0
級,1.0,1.0,1.0,7.0
紛,1.0,1.0,1.0,17.0
素,1.0,1.0,1.0,10.0
紡,1.0,1.0,1.0,7.0
索,1.0,1.0,1.0,17.0
紫,1.0,1.0,1.0,17.0
累,1.0,1.0,1.0,17.0
細,0.875,1.0,0.9333333333333333,7.0
紳,1.0,1.0,1.0,7.0
紹,1.0,1.0,1.0,10.0
終,1.0,1.0,1.0,17.0
組,1.0,1.0,1.0,7.0
結,1.0,1.0,1.0,7.0
絕,1.0,0.8571428571428571,0.923076923076923,7.0
絞,1.0,0.8571428571428571,0.923076923076923,7.0
絡,1.0,1.0,1.0,7.0
給,1.0,1.0,1.0,7.0
絨,1.0,1.0,1.0,6.0
絮,1.0,1.0,1.0,6.0
統,1.0,1.0,1.0,10.0
絲,0.9,0.9,0.9,10.0
綁,1.0,1.0,1.0,16.0
綏,1.0,1.0,1.0,6.0
經,1.0,1.0,1.0,10.0
綜,1.0,0.9411764705882353,0.9696969696969697,17.0
綠,1.0,1.0,1.0,10.0
綢,1.0,0.8333333333333334,0.9090909090909091,6.0
維,1.0,1.0,1.0,10.0
綱,0.875,1.0,0.9333333333333333,7.0
網,1.0,1.0,1.0,10.0
綸,1.0,1.0,1.0,10.0
綺,1.0,1.0,1.0,10.0
綿,1.0,1.0,1.0,7.0
緊,1.0,1.0,1.0,17.0
緒,1.0,1.0,1.0,7.0
線,1.0,0.8571428571428571,0.923076923076923,7.0
緝,1.0,1.0,1.0,6.0
締,1.0,0.8571428571428571,0.923076923076923,7.0
緣,1.0,1.0,1.0,17.0
編,1.0,1.0,1.0,7.0
緩,1.0,1.0,1.0,7.0
緬,1.0,1.0,1.0,7.0
緯,1.0,1.0,1.0,10.0
練,1.0,0.9411764705882353,0.9696969696969697,17.0
縛,1.0,1.0,1.0,7.0
縣,1.0,1.0,1.0,10.0
