,precision,recall,f1-score,support
遠,1.0,1.0,1.0,10.0
邦,1.0,1.0,1.0,10.0
邱,1.0,1.0,1.0,10.0
郁,1.0,1.0,1.0,10.0
郎,1.0,1.0,1.0,10.0
部,1.0,1.0,1.0,10.0
郭,1.0,1.0,1.0,10.0
鄧,1.0,1.0,1.0,10.0
鄭,1.0,1.0,1.0,10.0
酒,1.0,1.0,1.0,10.0
醫,1.0,1.0,1.0,10.0
采,0.9090909090909091,1.0,0.9523809523809523,10.0
里,0.9090909090909091,1.0,0.9523809523809523,10.0
重,1.0,1.0,1.0,10.0
金,1.0,0.8,0.888888888888889,10.0
鈞,1.0,1.0,1.0,10.0
鈦,1.0,1.0,1.0,10.0
鈴,0.9090909090909091,1.0,0.9523809523809523,10.0
鈺,1.0,1.0,1.0,10.0
鉅,1.0,1.0,1.0,10.0
銀,1.0,1.0,1.0,10.0
銓,1.0,0.9,0.9473684210526316,10.0
銘,1.0,0.9,0.9473684210526316,10.0
銷,1.0,1.0,1.0,10.0
鋁,0.9090909090909091,1.0,0.9523809523809523,10.0
鋐,1.0,1.0,1.0,10.0
鋒,1.0,1.0,1.0,10.0
鋼,1.0,1.0,1.0,10.0
錦,0.9090909090909091,1.0,0.9523809523809523,10.0
鍾,1.0,1.0,1.0,10.0
鎧,1.0,1.0,1.0,10.0
鎮,1.0,1.0,1.0,10.0
鏡,1.0,1.0,1.0,10.0
鐘,1.0,1.0,1.0,10.0
鐵,1.0,1.0,1.0,10.0
鑫,1.0,1.0,1.0,10.0
鑽,1.0,0.9,0.9473684210526316,10.0
長,1.0,1.0,1.0,10.0
門,1.0,1.0,1.0,10.0
開,0.9090909090909091,1.0,0.9523809523809523,10.0
閎,1.0,1.0,1.0,10.0
閔,1.0,0.9,0.9473684210526316,10.0
關,1.0,1.0,1.0,10.0
防,1.0,1.0,1.0,10.0
阿,1.0,1.0,1.0,10.0
限,1.0,1.0,1.0,10.0
陞,1.0,1.0,1.0,10.0
院,1.0,1.0,1.0,10.0
陳,1.0,1.0,1.0,10.0
陽,1.0,1.0,1.0,10.0
隆,1.0,1.0,1.0,10.0
際,1.0,1.0,1.0,10.0
險,1.0,1.0,1.0,10.0
雄,1.0,1.0,1.0,10.0
雅,1.0,1.0,1.0,10.0
集,1.0,1.0,1.0,10.0
雨,1.0,1.0,1.0,10.0
雪,1.0,1.0,1.0,10.0
雯,1.0,1.0,1.0,10.0
雲,1.0,1.0,1.0,10.0
電,1.0,1.0,1.0,10.0
震,1.0,1.0,1.0,10.0
霖,1.0,1.0,1.0,10.0
霞,1.0,1.0,1.0,10.0
青,0.8333333333333334,1.0,0.9090909090909091,10.0
靖,1.0,1.0,1.0,10.0
靜,1.0,1.0,1.0,10.0
韋,1.0,1.0,1.0,10.0
音,1.0,1.0,1.0,10.0
韻,1.0,1.0,1.0,10.0
頂,1.0,1.0,1.0,10.0
順,1.0,1.0,1.0,10.0
顏,1.0,1.0,1.0,10.0
顧,1.0,1.0,1.0,10.0
顯,1.0,1.0,1.0,10.0
風,1.0,1.0,1.0,10.0
飛,1.0,1.0,1.0,10.0
食,1.0,1.0,1.0,10.0
飲,1.0,1.0,1.0,10.0
飾,1.0,0.9,0.9473684210526316,10.0
餐,1.0,1.0,1.0,10.0
館,1.0,1.0,1.0,10.0
首,0.9090909090909091,1.0,0.9523809523809523,10.0
香,1.0,1.0,1.0,10.0
馨,1.0,1.0,1.0,10.0
馬,1.0,1.0,1.0,10.0
馮,1.0,1.0,1.0,10.0
駿,1.0,1.0,1.0,10.0
騰,1.0,1.0,1.0,10.0
體,1.0,1.0,1.0,10.0
高,1.0,1.0,1.0,10.0
魏,1.0,1.0,1.0,10.0
鳳,1.0,1.0,1.0,10.0
鴻,1.0,1.0,1.0,10.0
鵬,1.0,1.0,1.0,10.0
麒,1.0,1.0,1.0,10.0
麗,1.0,1.0,1.0,10.0
麟,1.0,1.0,1.0,10.0
黃,0.9090909090909091,1.0,0.9523809523809523,10.0
黎,1.0,1.0,1.0,10.0
鼎,1.0,1.0,1.0,10.0
齊,1.0,1.0,1.0,10.0
龍,1.0,1.0,1.0,10.0
accuracy,0.9902621722846442,0.9902621722846442,0.9902621722846442,0.9902621722846442
macro avg,0.9919712587315583,0.9902621722846443,0.9904970561326891,8010.0
weighted avg,0.9919712587315583,0.9902621722846442,0.9904970561326889,8010.0
